PLOTID;QuadrantID;Landscape_type;Landscape_type_2;Plot_type;Plot_type_2;Landscape_Plot;BIN_Richness;RL_Richness;BIN_Coleoptera;BIN_Diptera;BIN_Hemiptera;BIN_Hymenoptera;BIN_Lepidoptera;BIN_Orthoptera;BIN_Rest;Visit;Date start;Date end;Day start;Day end;Day mean;Duration;Biomass;Biomass_per_day;Excluded;Average_temperature;Average_humidity;Long-Term Mean Annual Precipitation;Long-Term Mean Annual Average Near Surface Temperature;point_x;point_y;Elevation
6029_3_G;6029_3;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;13.08.2019;211;225;218;14;53,49;3,82;0;18,88612222;79,92443333;771,4333333;8,720277778;3612131,923;5532472,503;366
6031_4_F;6031_4;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;16.04.2019;01.05.2019;106;121;113,5;15;152,25;10,15;0;13,4641901;57,10404688;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;15.05.2019;121;135;128;14;12,08;0,862857143;0;9,118652778;75,3936;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;522;6;38;292;21;130;22;0;14;5;15.05.2019;29.05.2019;135;149;142;14;19,83;1,416428571;0;13,61689167;80,02065556;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;13.06.2019;149;164;156,5;15;34,89;2,33;0;18,70965104;73,291875;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;661;23;41;341;21;167;64;2;15;7;13.06.2019;26.06.2019;164;177;170,5;13;41,5;3,19;0;21,93475298;70,52377083;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;13.07.2019;177;194;185,5;17;29,37;1,73;0;20,0752338;62,61636111;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;421;23;20;206;26;90;42;7;7;9;13.07.2019;30.07.2019;194;211;202,5;17;35,49;2,09;0;21,74424769;69,65859722;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_F;6031_4;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;14.08.2019;211;226;218,5;15;22,12;1,47;0;19,01075;79,76709635;673,5;9,509444444;3639222,143;5532908,286;281
6031_4_G;6031_4;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;16.04.2019;01.05.2019;106;121;113,5;15;21,3;1,42;0;13,42081771;59,19236719;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;15.05.2019;121;135;128;14;7,35;0,525;0;8,946294444;77,43405278;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;386;14;19;234;18;91;16;1;7;5;15.05.2019;29.05.2019;135;149;142;14;20,3;1,45;0;13,89138333;79,8837;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;13.06.2019;149;164;156,5;15;25,23;1,68;0;19,0738125;73,92968229;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;551;15;31;304;24;122;56;0;8;7;13.06.2019;26.06.2019;164;177;170,5;13;36;2,77;0;22,57216667;71,01304167;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;13.07.2019;177;194;185,5;17;34,94;2,06;0;20,13927315;65,32209259;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;551;19;46;278;21;126;52;16;8;9;13.07.2019;30.07.2019;194;211;202,5;17;39,36;2,32;0;22,07903472;71,00985417;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_G;6031_4;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;14.08.2019;211;226;218,5;15;19,97;1,33;0;19,62467708;79,26796094;670,4666667;9,546111111;3640680,912;5535165,992;259
6031_4_U;6031_4;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;16.04.2019;01.05.2019;106;121;113,5;15;15,18;1,01;0;13,65125;55,75789323;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;01.05.2019;15.05.2019;121;135;128;14;3,78;0,27;0;8,908966667;73,97779444;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;335;6;23;207;12;73;9;0;9;5;15.05.2019;29.05.2019;135;149;142;14;12,39;0,885;0;13,80515278;77,44027778;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;13.06.2019;149;164;156,5;15;25,04;1,67;0;19,48823958;70,63999479;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;537;10;27;270;30;136;56;5;6;7;13.06.2019;26.06.2019;164;177;170,5;13;52,6;4,05;0;23,08392262;66,21171429;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;13.07.2019;177;194;185,5;17;79,85;4,7;0;20,8310463;58,25699537;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;507;7;29;283;33;95;43;1;10;9;13.07.2019;30.07.2019;194;211;202,5;17;26,4;1,55;0;22,67781944;64,7018912;670,4666667;9,546111111;3640815,098;5534897,283;285
6031_4_U;6031_4;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;30.07.2019;14.08.2019;211;226;218,5;15;20,36;1,36;0;19,94590104;74,21692708;670,4666667;9,546111111;3640815,098;5534897,283;285
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;15.04.2019;02.05.2019;105;122;113,5;17;13,86;0,82;0;12,21043519;58,08923843;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;16.05.2019;122;136;129;14;3,19;0,23;0;7,423094444;76,64699444;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;410;5;17;253;10;101;21;0;5;5;16.05.2019;29.05.2019;136;149;142,5;13;30,39;2,337692308;0;13,25838393;78,87549702;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;12.06.2019;149;163;156;14;40,12;2,865714286;0;18,00380833;70,95536389;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;507;17;31;247;23;129;64;4;5;7;12.06.2019;27.06.2019;163;178;170,5;15;83,9;5,59;0;21,38748177;68,4242526;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;13.07.2019;178;194;186;16;121,46;7,59;0;19,006625;61,38560784;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;378;10;19;177;4;106;60;4;3;9;13.07.2019;31.07.2019;194;212;203;18;86,28;4,79;0;21,34694298;66,13401754;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_A;6032_4;Agricultural;b;arable field;c;b_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;31.07.2019;14.08.2019;212;226;219;14;28,3;2,02;0;18,62668333;73,44159444;925,2666667;8,181666667;3649942,847;5534530,611;531
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;15.04.2019;02.05.2019;105;122;113,5;17;41,68;2,45;0;12,31898611;59,94063194;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;16.05.2019;122;136;129;14;7,7;0,55;0;7,871083333;78,37148333;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;380;5;22;216;9;107;19;1;5;5;16.05.2019;29.05.2019;136;149;142,5;13;20,62;1,586153846;0;13,27633929;82,35322619;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;12.06.2019;149;163;156;14;53,05;3,789285714;0;17,87751944;74,81045833;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;401;7;17;246;14;84;32;3;2;7;12.06.2019;27.06.2019;163;178;170,5;15;104,3;6,95;0;21,3793151;69,18489583;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;13.07.2019;178;194;186;16;141,24;8,83;0;19,34294363;59,64022059;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;465;13;22;268;19;83;51;6;8;9;13.07.2019;31.07.2019;194;212;203;18;84,32;4,68;0;21,19437281;69,53622807;853,7;8,555;3652966,745;5532754,251;493
6032_4_F;6032_4;Agricultural;b;forest;a;b_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;31.07.2019;14.08.2019;212;226;219;14;18,96;1,35;0;18,22780556;79,06215;853,7;8,555;3652966,745;5532754,251;493
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;15.04.2019;02.05.2019;105;122;113,5;17;18,53;1,09;0;12,90651389;58,34636111;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;02.05.2019;16.05.2019;122;136;129;14;5,21;0,37;0;8,456547222;74,81194444;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;453;12;30;247;13;116;38;0;7;5;16.05.2019;29.05.2019;136;149;142,5;13;25,62;1,970769231;0;13,91333631;79,11277679;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;29.05.2019;12.06.2019;149;163;156;14;39,22;2,801428571;0;18,73696667;71,95185;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;550;21;19;304;32;113;63;4;7;7;12.06.2019;27.06.2019;163;178;170,5;15;92;6,13;0;22,41751302;66,99170313;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;13.07.2019;178;194;186;16;166,85;10,43;0;20,03198284;57,81297549;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;567;25;34;278;28;122;82;10;6;9;13.07.2019;31.07.2019;194;212;203;18;108,46;6,03;0;21,98420833;66,45233333;919,8666667;8,265;3651460,248;5532538,977;490
6032_4_G;6032_4;Agricultural;b;meadow;b;b_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;31.07.2019;14.08.2019;212;226;219;14;41,3;2,95;0;18,88966389;75,36025;919,8666667;8,265;3651460,248;5532538,977;490
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;11.04.2019;26.04.2019;101;116;108,5;15;7,82;0,52;0;10,9063125;56,23522917;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;26.04.2019;13.05.2019;116;133;124,5;17;4,37;0,26;0;8,42231713;77,91575231;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;137;1;6;93;2;29;2;0;4;5;13.05.2019;28.05.2019;133;148;140,5;15;11,35;0,756666667;0;12,54559375;76,11464583;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;12.06.2019;148;163;155,5;15;19,12;1,27;0;18,60720833;71,17369792;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;278;3;10;154;8;71;22;6;3;7;12.06.2019;27.06.2019;163;178;170,5;15;62,8;4,19;0;22,42620833;65,216625;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;13.07.2019;178;194;186;16;82,15;5,13;0;19,55431863;57,08864706;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;223;5;13;122;12;30;26;10;4;9;13.07.2019;29.07.2019;194;210;202;16;73,26;4,58;0;21,90175735;62,49900245;777,7;8,4475;3674400,659;5540845,86;415
6034_2_A;6034_2;Semi-natural;a;arable field;c;a_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;13.08.2019;210;225;217,5;15;60,76;4,05;0;19,398;74,12323958;777,7;8,4475;3674400,659;5540845,86;415
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;11.04.2019;26.04.2019;101;116;108,5;15;13,16;0,88;0;11,70505469;52,41460677;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;26.04.2019;13.05.2019;116;133;124,5;17;17,75;1,04;0;8,606664352;79,36963426;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;330;13;29;168;11;93;17;3;5;5;13.05.2019;28.05.2019;133;148;140,5;15;47,87;3,191333333;0;12,62309635;76,50028125;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;12.06.2019;148;163;155,5;15;45,58;3,04;0;18,32774219;68,77828385;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;386;14;22;183;6;111;47;1;9;7;12.06.2019;27.06.2019;163;178;170,5;15;59,9;3,99;0;21,94595313;64,1459401;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;13.07.2019;178;194;186;16;53,4;3,34;0;19,64287255;55,38625;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;391;7;17;212;6;104;31;5;7;9;13.07.2019;29.07.2019;194;210;202;16;33,65;2,1;0;21,5183652;65,90269853;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_F;6034_2;Semi-natural;a;forest;a;a_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;13.08.2019;210;225;217,5;15;35,46;2,36;0;19,15472135;77,35883854;731,2;8,681388889;3678077,051;5542484,775;411
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;11.04.2019;26.04.2019;101;116;108,5;15;3,77;0,25;0;10,67020313;55,20321354;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;26.04.2019;13.05.2019;116;133;124,5;17;2,11;0,12;0;8,529263889;76,8207963;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;249;4;13;169;3;42;17;0;3;5;13.05.2019;28.05.2019;133;148;140,5;15;10,3;0,686666667;0;12,63554948;74,8528151;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;28.05.2019;12.06.2019;148;163;155,5;15;27,93;1,86;0;18,17498958;70,79890625;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;257;6;9;143;8;48;29;11;4;7;12.06.2019;27.06.2019;163;178;170,5;15;80,9;5,39;0;21,83452344;65,98934635;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;27.06.2019;13.07.2019;178;194;186;16;72,85;4,55;0;19,46192402;56,77534069;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;250;10;18;118;13;48;27;14;4;9;13.07.2019;29.07.2019;194;210;202;16;67,88;4,24;0;21,76549755;63,8106348;804,7333333;8,357222222;3674918,242;5539625,061;437
6034_2_G;6034_2;Semi-natural;a;meadow;b;a_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;29.07.2019;13.08.2019;210;225;217,5;15;38,35;2,56;0;19,44491406;74,84201042;804,7333333;8,357222222;3674918,242;5539625,061;437
6035_2_A;6035_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;03.04.2019;26.04.2019;93;116;104,5;23;11,89;0,52;0;13,25480797;50,94115761;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;10.05.2019;NA;NA;NA;NA;NA;NA;1;8,915294271;78,68810417;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;296;1;16;203;6;47;12;1;5;5;10.05.2019;25.05.2019;130;145;137,5;15;39,53;2,635333333;0;12,08001823;76,98982813;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;25.05.2019;09.06.2019;145;160;152,5;15;45,76;3,05;0;17,898125;70,16021615;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;260;5;9;159;5;50;22;8;5;7;09.06.2019;26.06.2019;160;177;168,5;17;96,2;5,66;0;21,55464352;69,88987037;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;11.07.2019;177;192;184,5;15;76,35;5,09;0;20,72556771;56,43301563;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;361;10;17;211;18;60;32;10;4;9;11.07.2019;26.07.2019;192;207;199,5;15;71,11;4,74;0;21,7211849;66,32384896;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_A;6035_2;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;26.07.2019;09.08.2019;207;221;214;14;39,21;2,8;0;21,05860556;72,32661389;762,9666667;8,883611111;3686722,797;5542412,375;348
6035_2_G;6035_2;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;03.04.2019;26.04.2019;93;116;104,5;23;16,1;0,7;0;13,53311232;49,32755616;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;10.05.2019;NA;NA;NA;NA;NA;NA;1;8,911421875;77,49654427;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;330;3;16;191;13;72;22;1;14;5;10.05.2019;25.05.2019;130;145;137,5;15;13,59;0,906;0;11,78669792;77,64822656;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;25.05.2019;09.06.2019;145;160;152,5;15;21,57;1,44;0;17,91227604;69,17410677;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;238;8;7;106;14;51;44;5;6;7;09.06.2019;26.06.2019;160;177;168,5;17;55,1;3,24;0;21,0987338;70,19059954;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;11.07.2019;177;192;184,5;15;29,61;1,97;0;20,19882813;54,47301563;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;362;9;13;192;20;71;46;6;5;9;11.07.2019;26.07.2019;192;207;199,5;15;22,03;1,47;0;20,69059115;67,82826042;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_G;6035_2;Urban;c;meadow;b;c_b;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;26.07.2019;09.08.2019;207;221;214;14;20,08;1,43;0;20,55239722;71,72762222;805,6333333;8,686666667;3689579,667;5541225,013;434
6035_2_U;6035_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;10.05.2019;115;130;122,5;15;11,75;0,78;0;10,30996354;72,87292708;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;428;6;11;282;17;97;12;0;5;5;10.05.2019;25.05.2019;130;145;137,5;15;23,07;1,538;0;13,1978125;73,15128646;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;25.05.2019;09.06.2019;145;160;152,5;15;53,73;3,58;0;19,77564323;64,9894349;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;446;11;10;252;18;109;47;1;4;7;09.06.2019;26.06.2019;160;177;168,5;17;95,6;5,62;0;23,05683565;65,72353704;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;11.07.2019;177;192;184,5;15;60,92;4,06;0;21,69220313;53,98191146;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;536;12;31;298;33;113;37;6;7;9;11.07.2019;26.07.2019;192;207;199,5;15;46,2;3,08;0;21,99566146;65,54378385;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_2_U;6035_2;Urban;c;settlement;d;c_d;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;26.07.2019;09.08.2019;207;221;214;14;39,41;2,82;0;21,26981389;71,19309167;773,6333333;8,778333333;3687949,175;5539126,012;358
6035_3_A;6035_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;09.04.2019;25.04.2019;99;115;107;16;14,75;0,92;0;10,36561765;58,50277941;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;10.05.2019;115;130;122,5;15;2,22;0,15;0;8,957421875;78,63217708;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;189;1;8;129;10;29;7;0;4;5;10.05.2019;25.05.2019;130;145;137,5;15;4,93;0,328666667;0;11,61142448;78,83148698;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;25.05.2019;09.06.2019;145;160;152,5;15;6,79;0,45;0;17,83636979;70,97696094;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;245;2;8;158;11;43;19;0;3;7;09.06.2019;26.06.2019;160;177;168,5;17;27,4;1,61;0;21,05733333;71,67048843;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;26.06.2019;10.07.2019;177;191;184;14;43,49;3,11;0;20,96262222;54,94472778;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;128;2;12;70;7;17;8;6;4;9;10.07.2019;25.07.2019;191;206;198,5;15;7,1;0,47;0;20,65252344;67,19042708;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_A;6035_3;Urban;c;arable field;c;c_c;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;25.07.2019;09.08.2019;206;221;213,5;15;7,11;0,47;0;21,21482292;71,71811719;796,4666667;8,546944444;3683607,666;5532699,691;423
6035_3_F;6035_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;737,1333333;8,846944444;3680764,735;5535169,764;429
6035_3_F;6035_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;25.04.2019;10.05.2019;115;130;122,5;15;17,81;1,19;0;9,61028125;77,331;737,1333333;8,846944444;3680764,735;5535169,764;429
6035_3_F;6035_3;Urban;c;forest;a;c_a;352;6;20;214;12;88;9;2;5;5;10.05.2019;25.05.2019;130;145;137,5;15;22,33;1,488666667;0;11,71024479;77,97923438;737,1333333;8,846944444;3680764,735;5535169,764;429
6035_3_F;6035_3;Urban;c;forest;a;c_a;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;25.05.2019;09.06.2019;145;160;152,5;15;28,1;1,87;0;17,8519349;68,42374479;737,1333333;8,846944444;3680764,735;5535169,764;429
6035_3_F;6035_3;Urban;c;forest;a;c_a;478;18;24;243;22;91;81;2;8;7;09.06.2019;26.06.2019;160;177;168,5;17;73;4,29;0;21,21296296;69,22816667;737,1333333;8,846944444;3680764,735;5535169,764;429
